msoa11cd,msoa11nm,Latitude,Longitude
E02005720,Northumberland 008,55.23741114,-1.592568208
E02005721,Northumberland 011,55.17963365,-1.652510341
E02001797,Sunderland 007,54.92071956,-1.529114916
E02001796,Sunderland 006,54.91965149,-1.374861682
E02001714,Newcastle upon Tyne 007,55.00197766,-1.582639634
E02001795,Sunderland 005,54.92051114,-1.394920726
E02001715,Newcastle upon Tyne 008,55.0007319,-1.65298202
E02001794,Sunderland 004,54.92616787,-1.420464438
E02001712,Newcastle upon Tyne 005,55.00588681,-1.610341029
E02001793,Sunderland 003,54.92880868,-1.449987406
E02001713,Newcastle upon Tyne 006,55.0040887,-1.630236986
E02001792,Sunderland 002,54.92992342,-1.374944348
E02001710,Newcastle upon Tyne 003,55.01332539,-1.648049196
E02001791,Sunderland 001,54.93195908,-1.387350883
E02005728,Northumberland 037,54.9705373,-2.463882552
E02001711,Newcastle upon Tyne 004,55.00678266,-1.687279806
E02001790,South Tyneside 023,54.9457697,-1.440474061
E02005729,Northumberland 036,54.97043592,-1.864365825
E02001718,Newcastle upon Tyne 011,54.99657099,-1.672603051
E02001799,Sunderland 009,54.91493171,-1.524338832
E02001719,Newcastle upon Tyne 012,54.99349573,-1.577742314
E02001798,Sunderland 008,54.92015951,-1.452253025
E02006909,Hartlepool 014,54.68065446,-1.250102305
E02004336,County Durham 050,54.69080109,-1.542293789
E02004337,County Durham 052,54.69189217,-1.613337725
E02004334,County Durham 048,54.6981505,-1.4297999
E02004335,County Durham 049,54.69979042,-1.582083233
E02004332,County Durham 043,54.73236505,-1.375471929
E02004333,County Durham 047,54.70574189,-1.59995288
E02004330,County Durham 039,54.74752248,-1.291465365
E02004331,County Durham 040,54.74226819,-1.421654884
E02004338,County Durham 053,54.66409033,-1.552879051
E02004339,County Durham 054,54.65677466,-1.451695787
E02005736,Northumberland 013,55.17570983,-1.544344158
E02005737,Northumberland 012,55.17714379,-1.580601563
E02005734,Northumberland 009,55.18413479,-1.517589856
E02005735,Northumberland 010,55.18089738,-1.562600178
E02005733,Northumberland 040,54.9649847,-2.223927912
E02005730,Northumberland 035,54.96936028,-2.106990112
E02005731,Northumberland 038,54.96106595,-1.851237718
E02005738,Northumberland 014,55.17173765,-1.56233414
E02005739,Northumberland 017,55.16203643,-1.591908973
E02006910,Redcar and Cleveland 022,54.5650425,-1.164235283
E02001826,Sunderland 036,54.81099564,-1.445401116
E02001824,Sunderland 034,54.83906083,-1.46734889
E02001825,Sunderland 035,54.82434697,-1.454546084
E02001822,Sunderland 032,54.86289025,-1.481243389
E02001823,Sunderland 033,54.84452092,-1.493697719
E02001820,Sunderland 030,54.86773397,-1.497284424
E02001821,Sunderland 031,54.86348034,-1.406001848
E02004306,County Durham 020,54.82117689,-1.739722479
E02004307,County Durham 024,54.79710605,-1.678939141
E02004304,County Durham 012,54.84575447,-1.815737747
E02004305,County Durham 014,54.84703921,-1.859219659
E02004302,County Durham 009,54.8600856,-1.710554097
E02004303,County Durham 010,54.85590126,-1.832054649
E02004300,County Durham 006,54.86560789,-1.743525544
E02004301,County Durham 008,54.86357015,-1.68739255
E02004308,County Durham 022,54.80164954,-1.56795763
E02004309,County Durham 023,54.79593631,-1.585345151
E02002566,Darlington 008,54.5301827,-1.558001888
E02002567,Darlington 009,54.52656019,-1.530934866
E02002564,Darlington 006,54.53918731,-1.583252055
E02002565,Darlington 007,54.53435083,-1.566370612
E02002562,Darlington 004,54.54181956,-1.551173699
E02002563,Darlington 005,54.54080023,-1.528102801
E02002560,Darlington 002,54.55035643,-1.549023866
E02002561,Darlington 003,54.54731441,-1.524885657
E02002568,Darlington 010,54.52499048,-1.570603645
E02002569,Darlington 011,54.52564788,-1.587005309
E02002487,Hartlepool 005,54.68855525,-1.22039435
E02002485,Hartlepool 003,54.69572262,-1.225928524
E02002484,Hartlepool 002,54.70302375,-1.210542206
E02002483,Hartlepool 001,54.71149432,-1.24526513
E02002489,Hartlepool 007,54.68176286,-1.219960675
E02002488,Hartlepool 006,54.68781445,-1.233883927
E02001766,North Tyneside 029,54.99496378,-1.526212304
E02001767,North Tyneside 030,54.99328269,-1.539316418
E02001764,North Tyneside 027,54.9998715,-1.459263548
E02001765,North Tyneside 028,54.99605756,-1.502309811
E02001762,North Tyneside 025,55.00437275,-1.548632402
E02001763,North Tyneside 026,55.00243457,-1.498956972
E02001760,North Tyneside 023,55.00690186,-1.469998076
E02001761,North Tyneside 024,55.00603095,-1.526756426
E02001768,South Tyneside 001,54.99806569,-1.426584696
E02001769,South Tyneside 002,54.98804999,-1.434248159
E02005706,Northumberland 001,55.7639213,-2.007779498
E02005707,Northumberland 002,55.75374084,-2.020574527
E02005704,Northumberland 006,55.33269381,-1.592811712
E02005705,Northumberland 007,55.31193391,-1.908263455
E02005702,Northumberland 004,55.42838784,-1.630840404
E02005703,Northumberland 005,55.40964544,-1.708025088
E02005708,Northumberland 003,55.58376351,-1.884086254
E02005709,Northumberland 022,55.12761467,-1.536368532
E02001685,Gateshead 004,54.95587463,-1.720068546
E02001684,Gateshead 003,54.95475052,-1.551624286
E02001683,Gateshead 002,54.96462738,-1.78668327
E02001682,Gateshead 001,54.97106527,-1.755235314
E02001689,Gateshead 008,54.95352216,-1.61261187
E02001688,Gateshead 007,54.95500107,-1.633898049
E02004316,County Durham 031,54.77118636,-1.699134077
E02004317,County Durham 038,54.75070608,-1.633992558
E02004314,County Durham 030,54.772294,-1.575327459
E02004315,County Durham 033,54.77168859,-1.593874163
E02004312,County Durham 028,54.7868013,-1.526036493
E02004313,County Durham 029,54.7797116,-1.550003925
E02004310,County Durham 026,54.78394842,-1.635088166
E02004311,County Durham 027,54.77969423,-1.502096884
E02004318,County Durham 041,54.73894968,-1.526891013
E02004319,County Durham 044,54.71780169,-1.500475137
E02002572,Darlington 014,54.51602166,-1.551327136
E02002573,Darlington 015,54.51145835,-1.473803664
E02002570,Darlington 012,54.51923811,-1.53913415
E02002571,Darlington 013,54.51499383,-1.526792009
E02002497,Middlesbrough 002,54.56881421,-1.199961588
E02002496,Middlesbrough 001,54.57005592,-1.229719962
E02002494,Hartlepool 012,54.6593971,-1.242339856
E02002493,Hartlepool 011,54.66047191,-1.194402953
E02002492,Hartlepool 010,54.66241783,-1.224052373
E02002491,Hartlepool 009,54.67112369,-1.236399897
E02002490,Hartlepool 008,54.67408648,-1.217627075
E02002499,Middlesbrough 004,54.56217018,-1.20222793
E02002498,Middlesbrough 003,54.56864412,-1.247000679
E02001776,South Tyneside 009,54.97677887,-1.505495811
E02001777,South Tyneside 010,54.97414215,-1.521443792
E02001774,South Tyneside 007,54.97924596,-1.487467022
E02001775,South Tyneside 008,54.97678592,-1.398591664
E02001772,South Tyneside 005,54.97941945,-1.427697801
E02001773,South Tyneside 006,54.97910497,-1.411687287
E02001770,South Tyneside 003,54.98878703,-1.420907003
E02001771,South Tyneside 004,54.98387951,-1.399818123
E02001778,South Tyneside 011,54.97380491,-1.435807473
E02001779,South Tyneside 012,54.97089657,-1.454249955
E02005716,Northumberland 028,55.08796865,-1.574996874
E02005717,Northumberland 030,55.07903578,-1.500852025
E02005714,Northumberland 027,55.10002033,-1.583185895
E02005715,Northumberland 029,55.08639686,-1.592429943
E02005712,Northumberland 025,55.1153217,-1.534971462
E02005713,Northumberland 026,55.11136332,-1.514430153
E02005710,Northumberland 023,55.12359618,-1.509514909
E02005711,Northumberland 024,55.12083195,-1.523997488
E02005718,Northumberland 031,55.07461029,-1.582391678
E02005719,Northumberland 032,55.06977873,-1.53281694
E02001697,Gateshead 016,54.93802599,-1.592204609
E02001696,Gateshead 015,54.94403634,-1.546108006
E02001695,Gateshead 014,54.94730876,-1.531331457
E02001694,Gateshead 013,54.946598,-1.644939791
E02001693,Gateshead 012,54.94678891,-1.569791693
E02001692,Gateshead 011,54.94755336,-1.585499519
E02001691,Gateshead 010,54.94873761,-1.607209106
E02001690,Gateshead 009,54.94923549,-1.68061479
E02001699,Gateshead 018,54.93688435,-1.561109657
E02001698,Gateshead 017,54.93736976,-1.686046691
E02001806,Sunderland 016,54.89843963,-1.372383379
E02001807,Sunderland 017,54.89962089,-1.505690048
E02001804,Sunderland 014,54.90063094,-1.444097257
E02001805,Sunderland 015,54.898461,-1.416355768
E02001802,Sunderland 012,54.90454434,-1.426487697
E02001803,Sunderland 013,54.90299676,-1.388445486
E02001800,Sunderland 010,54.90641114,-1.539122977
E02001801,Sunderland 011,54.90555827,-1.405733727
E02001808,Sunderland 018,54.89932709,-1.404584359
E02001809,Sunderland 019,54.89751658,-1.523319957
E02002546,Stockton-on-Tees 012,54.57198312,-1.326560701
E02002547,Stockton-on-Tees 013,54.5696075,-1.348805366
E02002544,Stockton-on-Tees 010,54.58117848,-1.309041364
E02002545,Stockton-on-Tees 011,54.57428132,-1.361570318
E02002542,Stockton-on-Tees 008,54.58633748,-1.336523286
E02002543,Stockton-on-Tees 009,54.58347193,-1.353373164
E02002540,Stockton-on-Tees 006,54.59422747,-1.323425553
E02002541,Stockton-on-Tees 007,54.58887811,-1.313471055
E02002548,Stockton-on-Tees 014,54.56040853,-1.319083095
E02002549,Stockton-on-Tees 015,54.56219536,-1.361009035
E02001746,North Tyneside 009,55.03813329,-1.460597181
E02001747,North Tyneside 010,55.03282356,-1.440259564
E02001744,North Tyneside 007,55.03920876,-1.502127392
E02001745,North Tyneside 008,55.03981066,-1.574021062
E02001742,North Tyneside 005,55.0419887,-1.472986199
E02001743,North Tyneside 006,55.04098538,-1.442368683
E02001740,North Tyneside 003,55.04918645,-1.456921301
E02001741,North Tyneside 004,55.04874234,-1.62748252
E02001748,North Tyneside 011,55.03193901,-1.513200316
E02001749,North Tyneside 012,55.03228641,-1.55708367
E02001816,Sunderland 026,54.87589297,-1.424209035
E02001817,Sunderland 027,54.87261776,-1.401956183
E02001814,Sunderland 024,54.88483246,-1.370125212
E02001815,Sunderland 025,54.88163857,-1.530760336
E02001812,Sunderland 022,54.89085463,-1.393548075
E02001813,Sunderland 023,54.88577626,-1.424769643
E02001810,Sunderland 020,54.89496168,-1.543681679
E02006812,Redcar and Cleveland 021,54.54322745,-1.17297996
E02006893,Newcastle upon Tyne 031,54.9995082,-1.707103135
E02001811,Sunderland 021,54.89113935,-1.443682244
E02006811,Middlesbrough 020,54.52991117,-1.186807189
E02001818,Sunderland 028,54.87076665,-1.369427408
E02001819,Sunderland 029,54.86962309,-1.433424262
E02002556,Stockton-on-Tees 022,54.5182234,-1.307395599
E02002557,Stockton-on-Tees 023,54.51750121,-1.322701103
E02002554,Stockton-on-Tees 020,54.53168073,-1.29557803
E02002555,Stockton-on-Tees 021,54.52218116,-1.354820307
E02002552,Stockton-on-Tees 018,54.54683716,-1.291684205
E02002553,Stockton-on-Tees 019,54.54046594,-1.299835271
E02002550,Stockton-on-Tees 016,54.55807981,-1.337693198
E02002551,Stockton-on-Tees 017,54.55371311,-1.300067218
E02002558,Stockton-on-Tees 024,54.49909987,-1.349671558
E02002559,Darlington 001,54.5502183,-1.584772567
E02001756,North Tyneside 019,55.01383964,-1.586429091
E02001757,North Tyneside 020,55.0138462,-1.465010488
E02001754,North Tyneside 017,55.01657962,-1.44556028
E02001755,North Tyneside 018,55.01880953,-1.556642073
E02001752,North Tyneside 015,55.02050086,-1.480947411
E02001753,North Tyneside 016,55.0181624,-1.429709667
E02001750,North Tyneside 013,55.02617615,-1.455841984
E02001751,North Tyneside 014,55.02442849,-1.568466518
E02001758,North Tyneside 021,55.01259849,-1.512730655
E02001759,North Tyneside 022,55.01042407,-1.451524492
E02004297,County Durham 001,54.9001516,-1.733638269
E02004296,County Durham 019,54.82116638,-1.624142741
E02004295,County Durham 015,54.84529832,-1.527283443
E02004294,County Durham 013,54.84747746,-1.583765922
E02004293,County Durham 011,54.85441083,-1.587814437
E02004292,County Durham 007,54.86551787,-1.577211944
E02004291,County Durham 005,54.87214865,-1.611958409
E02004290,County Durham 002,54.88523854,-1.602589095
E02004299,County Durham 004,54.87530365,-1.691179286
E02004298,County Durham 003,54.87258342,-1.845304742
E02002526,Redcar and Cleveland 012,54.56251814,-0.975614846
E02002527,Redcar and Cleveland 013,54.55659833,-0.895271973
E02002524,Redcar and Cleveland 010,54.56841539,-0.937898188
E02002525,Redcar and Cleveland 011,54.56198236,-1.13894769
E02002523,Redcar and Cleveland 009,54.57097698,-1.146221571
E02002520,Redcar and Cleveland 006,54.59020224,-1.025636529
E02002521,Redcar and Cleveland 007,54.58154215,-0.978256707
E02002529,Redcar and Cleveland 015,54.55189196,-1.154036398
E02001726,Newcastle upon Tyne 019,54.98332709,-1.669341037
E02001727,Newcastle upon Tyne 020,54.98406827,-1.54796941
E02001724,Newcastle upon Tyne 017,54.98604135,-1.600828831
E02001725,Newcastle upon Tyne 018,54.98479646,-1.576799881
E02001722,Newcastle upon Tyne 015,54.99087531,-1.700883192
E02001723,Newcastle upon Tyne 016,54.98813935,-1.660476548
E02001720,Newcastle upon Tyne 013,54.99341977,-1.606569931
E02001721,Newcastle upon Tyne 014,54.9924124,-1.748806939
E02001728,Newcastle upon Tyne 021,54.98095926,-1.710269285
E02001729,Newcastle upon Tyne 022,54.97762479,-1.64019152
E02004346,County Durham 065,54.58986107,-2.01358514
E02004347,County Durham 066,54.54552004,-1.919702549
E02004344,County Durham 063,54.61671547,-1.576654588
E02004345,County Durham 064,54.61353452,-1.789001314
E02004342,County Durham 061,54.62278681,-1.585658695
E02004343,County Durham 062,54.62052138,-1.562436391
E02004340,County Durham 059,54.63109527,-1.643656077
E02004341,County Durham 060,54.6301294,-1.583857111
E02004348,County Durham 042,54.73411434,-1.981627579
E02004349,County Durham 045,54.71569887,-1.755509214
E02005724,Northumberland 018,55.15912537,-1.691496746
E02005732,Northumberland 039,54.95075681,-1.979593188
E02001686,Gateshead 005,54.95955734,-1.725258907
E02005246,Pendle 007,53.85245796,-2.178111358
E02005247,Pendle 008,53.84873662,-2.224499808
E02005244,Pendle 005,53.85999007,-2.175678481
E02005245,Pendle 006,53.85798335,-2.143788319
E02005242,Pendle 003,53.91376974,-2.144684184
E02005243,Pendle 004,53.86087414,-2.160538456
E02005240,Pendle 001,53.9205769,-2.188031121
E02005241,Pendle 002,53.91465722,-2.187316665
E02001236,Tameside 008,53.48930821,-2.060040029
E02001237,Tameside 009,53.48810437,-2.038631162
E02001234,Tameside 006,53.49830682,-2.090794116
E02001235,Tameside 007,53.48947088,-2.0795458
E02001232,Tameside 004,53.49844756,-2.074192038
E02001233,Tameside 005,53.49792752,-2.107327195
E02001230,Tameside 002,53.50676137,-2.090366242
E02005248,Pendle 009,53.84219148,-2.208149919
E02001231,Tameside 003,53.50334232,-2.028562679
E02005249,Pendle 010,53.83546696,-2.203831441
E02001238,Tameside 010,53.48582426,-2.136194993
E02001239,Tameside 011,53.48499373,-2.150410694
E02002636,Blackpool 004,53.84284209,-3.031302296
E02002637,Blackpool 005,53.83378109,-3.039935985
E02002634,Blackpool 002,53.85690884,-3.029100389
E02002635,Blackpool 003,53.85236106,-3.047004158
E02002632,Blackburn with Darwen 018,53.65503967,-2.413511456
E02002633,Blackpool 001,53.86983864,-3.037934026
E02002630,Blackburn with Darwen 016,53.69764961,-2.471333564
E02002631,Blackburn with Darwen 017,53.68548072,-2.456942542
E02002638,Blackpool 006,53.83100015,-3.051363066
E02002639,Blackpool 007,53.83059338,-3.017234045
E02003976,Allerdale 012,54.60057702,-3.132601568
E02003977,Barrow-in-Furness 001,54.18061186,-3.201143511
E02003974,Allerdale 010,54.63259408,-3.546566476
E02003972,Allerdale 008,54.6563706,-3.53214092
E02003973,Allerdale 009,54.63349854,-3.557446056
E02003970,Allerdale 006,54.66161634,-3.413224959
E02003971,Allerdale 007,54.6608467,-3.356102296
E02003978,Barrow-in-Furness 002,54.15372852,-3.179564044
E02003979,Barrow-in-Furness 003,54.13341935,-3.212565032
E02001106,Oldham 009,53.56133376,-2.116189275
E02001187,Stockport 001,53.44503676,-2.154422082
E02001186,Salford 030,53.42992972,-2.438570872
E02001107,Oldham 010,53.55351698,-2.144200505
E02001185,Salford 029,53.45143688,-2.415282119
E02001104,Oldham 007,53.56509094,-2.075344462
E02001184,Salford 028,53.47357077,-2.279446315
E02001105,Oldham 008,53.56264132,-2.130343046
E02001183,Salford 027,53.47780888,-2.361191947
E02001102,Oldham 005,53.56866273,-2.107861932
E02001182,Salford 026,53.47985096,-2.348830742
E02001103,Oldham 006,53.56841,-2.013958944
E02001181,Salford 025,53.48017843,-2.371390491
E02001100,Oldham 003,53.57702606,-2.092571891
E02001180,Salford 024,53.48678677,-2.283911227
E02001101,Oldham 004,53.57468613,-2.13171364
E02001108,Oldham 011,53.55297121,-2.092193205
E02001189,Stockport 003,53.43203976,-2.160397877
E02001109,Oldham 012,53.5501325,-2.081870998
E02001188,Stockport 002,53.44391548,-2.164740958
E02001056,Manchester 012,53.48851376,-2.177816031
E02001057,Manchester 013,53.48425959,-2.216770816
E02006871,Lancaster 020,54.06390503,-2.828159965
E02001055,Manchester 011,53.49875358,-2.177616533
E02001052,Manchester 008,53.510972,-2.237802903
E02001053,Manchester 009,53.50495525,-2.209280014
E02001050,Manchester 006,53.5152955,-2.213999819
E02001051,Manchester 007,53.5127642,-2.195268348
E02003816,Cheshire East 027,53.16584421,-2.213422052
E02003817,Cheshire East 028,53.16443549,-2.23588093
E02004006,Copeland 007,54.44580848,-3.507146989
E02003814,Cheshire East 025,53.18231022,-2.43975685
E02001059,Manchester 015,53.47953005,-2.193937964
E02004007,Copeland 008,54.21142037,-3.275023266
E02003815,Cheshire East 026,53.16660138,-2.196553127
E02004004,Copeland 005,54.52986457,-3.584097042
E02003812,Cheshire East 023,53.20046776,-2.359760011
E02004005,Copeland 006,54.485399,-3.535160139
E02003813,Cheshire East 024,53.18997524,-2.4498756
E02004002,Copeland 003,54.54248724,-3.567268462
E02003810,Cheshire West and Chester 047,53.04714535,-2.792198003
E02003891,Cheshire West and Chester 045,53.1648725,-2.662996607
E02004003,Copeland 004,54.52487921,-3.51273702
E02003811,Cheshire East 022,53.21614612,-2.337682991
E02003890,Cheshire West and Chester 042,53.18103398,-2.52839685
E02004000,Copeland 001,54.57882497,-3.557295819
E02004001,Copeland 002,54.54767579,-3.583764553
E02003818,Cheshire East 029,53.15534534,-2.192209809
E02003819,Cheshire East 030,53.14899129,-2.369791988
E02004008,Eden 001,54.74130972,-2.604963957
E02004009,Eden 002,54.75256756,-2.81811992
E02001366,Liverpool 020,53.42688108,-2.930881069
E02001367,Liverpool 021,53.42737779,-2.901298868
E02001364,Liverpool 018,53.42909387,-2.96246799
E02001365,Liverpool 019,53.42777252,-2.950119578
E02001362,Liverpool 016,53.43355919,-2.920558259
E02001363,Liverpool 017,53.4309441,-2.877073428
E02001360,Liverpool 014,53.43640993,-2.979161794
E02001361,Liverpool 015,53.43501192,-2.946299655
E02001368,Liverpool 022,53.42301251,-2.986197516
E02001369,Liverpool 023,53.4206888,-2.972143813
E02005306,West Lancashire 003,53.6076454,-2.941956279
E02005307,West Lancashire 004,53.59860456,-2.842636481
E02005304,West Lancashire 001,53.69418784,-2.839456079
E02005305,West Lancashire 002,53.67429875,-2.91284212
E02005302,South Ribble 016,53.68899723,-2.683231326
E02005303,South Ribble 017,53.68820837,-2.716742442
E02005300,South Ribble 014,53.69301471,-2.734875717
E02005301,South Ribble 015,53.69389491,-2.707373209
E02005308,West Lancashire 005,53.5914001,-2.756603754
E02005256,Preston 004,53.78956274,-2.68073402
E02005257,Preston 005,53.78393697,-2.744834287
E02005254,Preston 002,53.80686582,-2.732905729
E02005255,Preston 003,53.79276755,-2.713863652
E02005252,Pendle 013,53.82265889,-2.231211241
E02005253,Preston 001,53.81710791,-2.643937104
E02005250,Pendle 011,53.83309885,-2.218999236
E02005251,Pendle 012,53.83348706,-2.197906694
E02001206,Stockport 020,53.39588267,-2.07252066
E02001287,Wigan 001,53.59043178,-2.67255917
E02001207,Stockport 021,53.39280307,-2.108796157
E02001286,Trafford 028,53.37040362,-2.31587008
E02001204,Stockport 018,53.40072225,-2.185374171
E02001285,Trafford 027,53.37612859,-2.35904512
E02001205,Stockport 019,53.40057764,-2.143600017
E02001284,Trafford 026,53.37948294,-2.336930333
E02001202,Stockport 016,53.40245646,-2.170709577
E02001283,Trafford 025,53.39016562,-2.366019899
E02001203,Stockport 017,53.40330598,-2.048452816
E02001282,Trafford 024,53.39394754,-2.347240203
E02001200,Stockport 014,53.41030385,-2.153930039
E02001281,Trafford 023,53.39488061,-2.32826591
E02005258,Preston 006,53.77993318,-2.70614898
E02001201,Stockport 015,53.40559793,-2.135772686
E02001280,Trafford 022,53.39498707,-2.31090169
E02005259,Preston 007,53.77953137,-2.672877655
E02001208,Stockport 022,53.3936553,-2.197764427
E02001289,Wigan 003,53.57283051,-2.692506584
E02001209,Stockport 023,53.3950966,-2.15969479
E02001288,Wigan 002,53.58406103,-2.656660099
E02002587,Halton 014,53.32235062,-2.666141602
E02002586,Halton 013,53.32899484,-2.709969046
E02002585,Halton 012,53.33553715,-2.739391711
E02002584,Halton 011,53.335936,-2.720484002
E02002583,Halton 010,53.33641517,-2.687265422
E02002582,Halton 009,53.33661417,-2.664841125
E02002581,Halton 008,53.35441534,-2.774559342
E02002580,Halton 007,53.36416703,-2.730570423
E02002589,Halton 016,53.31862748,-2.710067117
E02002588,Halton 015,53.3217514,-2.686342877
E02001466,Sefton 038,53.44888622,-2.980005024
E02001467,Wirral 001,53.43585939,-3.044148372
E02001464,Sefton 036,53.45928209,-2.996014597
E02001465,Sefton 037,53.45015184,-2.993703015
E02001462,Sefton 034,53.46297364,-3.004942812
E02001463,Sefton 035,53.46267173,-2.978500759
E02001460,Sefton 032,53.47032554,-3.01609957
E02001461,Sefton 033,53.47143607,-2.986679813
E02001468,Wirral 002,53.42727599,-3.037842667
E02001469,Wirral 003,53.42520269,-3.066054886
E02002606,Warrington 017,53.38982767,-2.58228434
E02002607,Warrington 018,53.3865297,-2.60071326
E02002604,Warrington 015,53.39335268,-2.659746361
E02002605,Warrington 016,53.38927855,-2.632768456
E02002602,Warrington 013,53.40077098,-2.608498564
E02002603,Warrington 014,53.39924941,-2.530864468
E02002600,Warrington 011,53.40176231,-2.58142037
E02002601,Warrington 012,53.40125753,-2.559504421
E02002608,Warrington 019,53.38416367,-2.656943142
E02002609,Warrington 020,53.38326409,-2.560703695
E02006934,Liverpool 062,53.41108585,-2.991947222
E02006932,Liverpool 060,53.40633344,-2.976921417
E02001116,Oldham 019,53.54062332,-2.086661782
E02001197,Stockport 011,53.41425083,-2.180456707
E02006933,Liverpool 061,53.39733972,-2.984615283
E02001117,Oldham 020,53.53787334,-2.005115106
E02001196,Stockport 010,53.41574187,-2.080372406
E02001114,Oldham 017,53.54452075,-2.14566463
E02001195,Stockport 009,53.42076718,-2.116118288
E02001115,Oldham 018,53.54243333,-2.067267952
E02001194,Stockport 008,53.42101715,-2.191850087
E02001112,Oldham 015,53.5472574,-2.16221011
E02001193,Stockport 007,53.42139199,-2.163480055
E02001113,Oldham 016,53.54626684,-2.127922955
E02001192,Stockport 006,53.42649983,-2.177548037
