msoa11cd,msoa11nm,Latitude,Longitude
E02001480,Wirral 014,53.395383,-3.1755449
E02001408,St. Helens 003,53.492058,-2.6708943
E02001489,Wirral 023,53.377208,-3.1203405
E02001409,St. Helens 004,53.472542,-2.7265404
E02001488,Wirral 022,53.378677,-3.0362995
E02002650,Blackpool 018,53.787581,-3.0239493
E02002651,Blackpool 019,53.783125,-3.0392911
E02005176,Burnley 001,53.811398,-2.2164941
E02005177,Burnley 002,53.807429,-2.2333596
E02001126,Oldham 029,53.523609,-2.1078237
E02001127,Oldham 030,53.518593,-2.1270854
E02001124,Oldham 027,53.52769,-2.1415942
E02001125,Oldham 028,53.527367,-2.1557276
E02001123,Oldham 026,53.529823,-2.0814093
E02005178,Burnley 003,53.800559,-2.2397741
E02001121,Oldham 024,53.531019,-2.1137714
E02005179,Burnley 004,53.798321,-2.3102966
E02001128,Oldham 031,53.514798,-2.1442355
E02001129,Oldham 032,53.508815,-2.1628368
E02001076,Manchester 032,53.442815,-2.2174439
E02001077,Manchester 033,53.439517,-2.2701001
E02001074,Manchester 030,53.445642,-2.243219
E02001075,Manchester 031,53.443503,-2.1884211
E02001072,Manchester 028,53.450529,-2.2614968
E02001073,Manchester 029,53.445501,-2.2788103
E02001070,Manchester 026,53.452491,-2.2154756
E02001071,Manchester 027,53.450825,-2.190923
E02003836,Cheshire East 047,53.069703,-2.5142123
E02003837,Cheshire East 049,53.061269,-2.5020999
E02001078,Manchester 034,53.437439,-2.1977723
E02004026,South Lakeland 012,54.19422,-3.0896162
E02003834,Cheshire East 045,53.084304,-2.442127
E02001079,Manchester 035,53.437484,-2.2370759
E02004027,South Lakeland 013,54.185371,-2.9316679
E02003835,Cheshire East 046,53.078726,-2.4644912
E02004024,South Lakeland 010,54.258949,-2.7346214
E02003832,Cheshire East 043,53.090665,-2.445298
E02004025,South Lakeland 011,54.212796,-2.7821343
E02003833,Cheshire East 044,53.090004,-2.4700926
E02004022,South Lakeland 008,54.258221,-3.1345787
E02003830,Cheshire East 039,53.09608,-2.4516112
E02004023,South Lakeland 009,54.299947,-2.5314885
E02003831,Cheshire East 041,53.09901,-2.3962641
E02004020,South Lakeland 006,54.31358,-2.7411282
E02004021,South Lakeland 007,54.266215,-2.9398318
E02003838,Cheshire East 048,53.062702,-2.4544104
E02003839,Cheshire East 050,53.063714,-2.5251985
E02004028,South Lakeland 014,54.179396,-3.101821
E02005326,Wyre 008,53.882594,-3.0389125
E02005327,Wyre 009,53.869883,-2.8645824
E02005324,Wyre 006,53.896099,-2.7642602
E02005325,Wyre 007,53.901819,-2.7791278
E02005322,Wyre 004,53.917611,-2.9691187
E02005323,Wyre 005,53.908347,-3.0303725
E02005320,Wyre 002,53.920471,-3.0325745
E02001221,Stockport 035,53.371356,-2.1143365
E02005279,Rossendale 002,53.704272,-2.3229947
E02001228,Stockport 042,53.353798,-2.1634012
E02001229,Tameside 001,53.518024,-2.0401236
E02001416,St. Helens 011,53.453013,-2.6987698
E02001497,Wirral 031,53.361612,-2.9998358
E02001417,St. Helens 012,53.452916,-2.7475285
E02001496,Wirral 030,53.369063,-3.0502089
E02001414,St. Helens 009,53.458423,-2.7761805
E02001495,Wirral 029,53.3694,-3.022758
E02001415,St. Helens 010,53.458682,-2.6383185
E02001494,Wirral 028,53.370037,-3.1614399
E02001412,St. Helens 007,53.463073,-2.7561721
E02001493,Wirral 027,53.372948,-3.0136291
E02001413,St. Helens 008,53.46372,-2.707697
E02001492,Wirral 026,53.373048,-3.1797697
E02001410,St. Helens 005,53.469672,-2.6554764
E02001491,Wirral 025,53.374559,-3.0859689
E02001411,St. Helens 006,53.467158,-2.6775663
E02001490,Wirral 024,53.375059,-3.063404
E02001418,St. Helens 013,53.453109,-2.6449963
E02001499,Wirral 033,53.353652,-3.1140284
E02001419,St. Helens 014,53.452653,-2.7215476
E02001498,Wirral 032,53.360773,-3.0204026
E02002626,Blackburn with Darwen 012,53.728647,-2.5072016
E02002627,Blackburn with Darwen 013,53.722614,-2.4881855
E02002624,Blackburn with Darwen 010,53.728215,-2.5282644
E02002625,Blackburn with Darwen 011,53.730658,-2.4704079
E02002622,Blackburn with Darwen 008,53.745829,-2.4495007
E02002623,Blackburn with Darwen 009,53.736278,-2.4965302
E02002620,Blackburn with Darwen 006,53.749976,-2.4833924
E02002621,Blackburn with Darwen 007,53.744383,-2.4659063
E02002628,Blackburn with Darwen 014,53.706278,-2.4805431
E02002629,Blackburn with Darwen 015,53.697977,-2.4587898
E02003966,Allerdale 002,54.820641,-3.1007692
E02003967,Allerdale 003,54.766061,-3.3247705
E02003965,Allerdale 001,54.826764,-3.1733501
E02003968,Allerdale 004,54.712969,-3.4840604
E02003969,Allerdale 005,54.70523,-3.4913983
E02001136,Rochdale 005,53.63173,-2.1629777
E02001137,Rochdale 006,53.629408,-2.194814
E02001134,Rochdale 003,53.63393,-2.1091338
E02001135,Rochdale 004,53.633626,-2.1341309
E02001132,Rochdale 001,53.647305,-2.0982009
E02001133,Rochdale 002,53.645982,-2.1198447
E02001130,Oldham 033,53.506,-2.1425772
E02001131,Oldham 034,53.501359,-2.1596875
E02001138,Rochdale 007,53.623523,-2.204191
E02001139,Rochdale 008,53.622235,-2.1446324
E02001046,Manchester 002,53.527324,-2.2128538
E02006860,Oldham 035,53.532479,-2.1275042
E02001047,Manchester 003,53.524322,-2.1858237
E02001044,Bury 026,53.521803,-2.2633236
E02001045,Manchester 001,53.53411,-2.2276583
E02001042,Bury 024,53.528169,-2.2824006
E02001043,Bury 025,53.521825,-2.2889345
E02001040,Bury 022,53.541859,-2.2741923
E02001041,Bury 023,53.532111,-2.2720926
E02003806,Cheshire West and Chester 041,53.181678,-2.8616439
E02003887,Cheshire West and Chester 037,53.194315,-2.5473749
E02003807,Cheshire West and Chester 043,53.180109,-2.8928257
E02003886,Cheshire West and Chester 035,53.197874,-2.5046685
E02001048,Manchester 004,53.522145,-2.242119
E02003804,Cheshire West and Chester 036,53.193492,-2.8651139
E02003885,Cheshire West and Chester 026,53.224399,-2.513578
E02001049,Manchester 005,53.516579,-2.1701658
E02003805,Cheshire West and Chester 039,53.183598,-2.8305116
E02003884,Cheshire West and Chester 024,53.234376,-2.5983748
E02003802,Cheshire West and Chester 033,53.196641,-2.8818976
E02003883,Cheshire West and Chester 023,53.244022,-2.5297872
E02003803,Cheshire West and Chester 034,53.195947,-2.8989029
E02003882,Cheshire West and Chester 021,53.25342,-2.49534
E02003800,Cheshire West and Chester 030,53.205102,-2.734419
E02003881,Cheshire West and Chester 020,53.254189,-2.5256561
E02003801,Cheshire West and Chester 032,53.200692,-2.8601241
E02003880,Cheshire West and Chester 019,53.26045,-2.5733442
E02003808,Cheshire West and Chester 044,53.173062,-2.9175891
E02003889,Cheshire West and Chester 040,53.184518,-2.5412493
E02003809,Cheshire West and Chester 046,53.130689,-2.7715751
E02003888,Cheshire West and Chester 038,53.192521,-2.532744
E02005332,Wyre 014,53.839146,-2.9984295
E02005330,Wyre 012,53.868036,-2.998342
E02005331,Wyre 013,53.848503,-2.9898206
E02003975,Allerdale 011,54.630233,-3.5292407
E02005309,West Lancashire 006,53.572694,-2.8911254
E02004011,Eden 004,54.666179,-2.7490396
E02005220,Hyndburn 009,53.739187,-2.404266
E02001472,Wirral 006,53.416713,-3.0962363
E02001346,Knowsley 020,53.358525,-2.8317912
E02006913,Manchester 056,53.501007,-2.236119
E02003872,Cheshire East 020,53.239287,-2.1379868
E02001266,Trafford 008,53.448565,-2.3321471
E02001171,Salford 015,53.502623,-2.3216245
E02005297,South Ribble 011,53.717093,-2.7915588
E02001546,Doncaster 008,53.574394,-1.0014617
E02001547,Doncaster 009,53.56584,-1.1925305
E02001544,Doncaster 006,53.577777,-1.018177
E02001545,Doncaster 007,53.566115,-1.0671873
E02001542,Doncaster 004,53.598143,-1.0255625
E02001543,Doncaster 005,53.587139,-1.1905989
E02001540,Doncaster 002,53.616401,-1.1585809
E02001541,Doncaster 003,53.61088,-0.95939694
E02001548,Doncaster 010,53.552881,-1.1462714
E02001549,Doncaster 011,53.551679,-1.0671878
E02002446,Wakefield 009,53.708204,-1.4293562
E02002447,Wakefield 010,53.706444,-1.2402887
E02002444,Wakefield 007,53.712441,-1.4755099
E02002445,Wakefield 008,53.710399,-1.5046695
E02002442,Wakefield 005,53.717483,-1.3373729
E02002443,Wakefield 006,53.714366,-1.4902893
E02002440,Wakefield 003,53.720946,-1.3202547
E02002441,Wakefield 004,53.718,-1.3665045
E02002448,Wakefield 011,53.70663,-1.2656907
E02002449,Wakefield 012,53.702023,-1.2963235
E02005746,Craven 005,53.960899,-2.0077368
E02005747,Craven 006,53.95599,-2.0193938
E02005744,Craven 003,54.065594,-2.2797731
E02005745,Craven 004,53.977418,-1.99478
E02005742,Craven 001,54.12931,-2.493875
E02005743,Craven 002,54.070152,-2.0158872
E02005748,Craven 007,53.919895,-2.0522649
E02005749,Craven 008,53.89971,-1.9928108
E02001646,Sheffield 036,53.37169,-1.4966568
E02001647,Sheffield 037,53.370841,-1.391489
E02001642,Sheffield 032,53.380278,-1.4018025
E02001643,Sheffield 033,53.378677,-1.5280823
E02001640,Sheffield 030,53.382233,-1.4985771
E02001648,Sheffield 038,53.370505,-1.5209584
E02001649,Sheffield 039,53.3698,-1.4244332
E02006876,Leeds 112,53.781679,-1.5301614
E02006875,Leeds 111,53.79781,-1.5457855
E02006870,Ryedale 008,54.13232,-0.78674649
E02005816,Selby 008,53.746107,-0.99877558
E02005817,Selby 009,53.749527,-1.236297
E02005814,Selby 006,53.778517,-1.0839427
E02005815,Selby 007,53.768044,-1.0909068
E02005812,Selby 004,53.792958,-1.2505068
E02005813,Selby 005,53.783343,-1.0674919
E02005810,Selby 002,53.839642,-1.1882919
E02005811,Selby 003,53.829546,-1.0496771
E02005818,Selby 010,53.702831,-1.1531773
E02002356,Leeds 027,53.833835,-1.6479157
E02002357,Leeds 028,53.837228,-1.6287098
E02002354,Leeds 025,53.838637,-1.5467877
E02002352,Leeds 023,53.841238,-1.5314253
E02002353,Leeds 024,53.840968,-1.517629
E02002350,Leeds 021,53.844333,-1.6420218
E02002351,Leeds 022,53.840382,-1.444476
E02002358,Leeds 029,53.834719,-1.4580595
E02002359,Leeds 030,53.830252,-1.3905964
E02002266,Calderdale 023,53.693914,-1.7824295
E02002267,Calderdale 024,53.689073,-1.7999441
E02002264,Calderdale 021,53.705151,-1.8630215
E02002262,Calderdale 019,53.709535,-1.7873939
E02002263,Calderdale 020,53.706298,-1.9334141
E02002260,Calderdale 017,53.712303,-1.9069663
E02002261,Calderdale 018,53.709508,-1.8465394
E02002268,Calderdale 025,53.682759,-1.839354
E02002269,Calderdale 026,53.683578,-1.8694807
E02001556,Doncaster 018,53.529325,-1.0989524
E02001557,Doncaster 019,53.526071,-1.1169574
E02001554,Doncaster 016,53.535033,-1.1709522
E02001555,Doncaster 017,53.531662,-1.04895
E02001552,Doncaster 014,53.538486,-1.0570812
E02001553,Doncaster 015,53.538068,-1.1032936
E02001550,Doncaster 012,53.545085,-1.1636025
E02001551,Doncaster 013,53.538688,-1.1487146
E02001558,Doncaster 020,53.520405,-1.2638912
E02001559,Doncaster 021,53.520534,-1.1696515
E02002456,Wakefield 019,53.687417,-1.5135247
E02002457,Wakefield 020,53.687186,-1.4798817
E02002454,Wakefield 017,53.687769,-1.4943657
E02002455,Wakefield 018,53.687096,-1.2968449
E02002452,Wakefield 015,53.692475,-1.3129444
E02002453,Wakefield 016,53.692765,-1.4187823
E02002450,Wakefield 013,53.699741,-1.4060842
E02002451,Wakefield 014,53.700497,-1.5254612
E02002458,Wakefield 021,53.688138,-1.5834288
E02002459,Wakefield 022,53.684622,-1.5271839
E02002766,North Lincolnshire 018,53.558993,-0.63845392
E02002767,North Lincolnshire 019,53.553308,-0.66124914
E02002764,North Lincolnshire 016,53.567095,-0.67721258
E02002765,North Lincolnshire 017,53.563254,-0.65676786
E02002762,North Lincolnshire 014,53.570695,-0.65417626
E02002763,North Lincolnshire 015,53.568268,-0.63276512
E02002760,North Lincolnshire 012,53.57615,-0.6685476
E02002761,North Lincolnshire 013,53.569611,-0.54989169
E02002768,North Lincolnshire 020,53.531724,-0.8262473
E02005756,Hambleton 007,54.27791,-1.5102849
E02002769,North Lincolnshire 021,53.529593,-0.64822285
E02005757,Hambleton 008,54.234992,-1.3433967
E02005754,Hambleton 005,54.329098,-1.4530902
E02005755,Hambleton 006,54.286777,-1.5914554
E02005752,Hambleton 003,54.388575,-1.4053171
E02005753,Hambleton 004,54.338523,-1.4292485
E02005751,Hambleton 002,54.465025,-1.211483
E02005758,Hambleton 009,54.221081,-1.3387096
E02005759,Hambleton 010,54.118998,-1.1844969
E02001656,Sheffield 046,53.362739,-1.5013904
E02001657,Sheffield 047,53.361763,-1.5129872
E02001654,Sheffield 044,53.362257,-1.3605661
E02001655,Sheffield 045,53.362808,-1.4045266
E02001652,Sheffield 042,53.36807,-1.4722177
E02001653,Sheffield 043,53.363907,-1.4519523
E02001650,Sheffield 040,53.369385,-1.4810536
E02001651,Sheffield 041,53.368622,-1.5522095
E02002687,East Riding of Yorkshire 004,54.087967,-0.19263703
E02002686,East Riding of Yorkshire 003,54.090855,-0.21029471
E02002685,East Riding of Yorkshire 002,54.096557,-0.18405124
E02002684,East Riding of Yorkshire 001,54.103352,-0.19241155
E02001658,Sheffield 048,53.359507,-1.439327
E02001659,Sheffield 049,53.358705,-1.3773125
E02002682,Kingston upon Hull 031,53.735146,-0.39021263
E02002681,Kingston upon Hull 030,53.739972,-0.36688994
E02002680,Kingston upon Hull 029,53.742511,-0.34682099
E02002689,East Riding of Yorkshire 006,54.075324,-0.32012812
E02002688,East Riding of Yorkshire 005,54.081324,-0.19746602
E02006844,Sheffield 074,53.378486,-1.4799359
E02006843,Sheffield 073,53.385937,-1.4756504
E02002326,Kirklees 056,53.592994,-1.7027984
E02002327,Kirklees 057,53.577961,-1.6482463
E02002324,Kirklees 054,53.592887,-1.6497995
E02002325,Kirklees 055,53.59302,-1.8520828
E02002322,Kirklees 052,53.603809,-1.9224371
E02002323,Kirklees 053,53.600662,-1.7928212
E02002320,Kirklees 050,53.616245,-1.807408
E02002321,Kirklees 051,53.614745,-1.7099771
E02002328,Kirklees 058,53.569489,-1.8027732
E02002329,Kirklees 059,53.570112,-1.7692179
E02002276,Kirklees 006,53.722215,-1.6519092
E02002277,Kirklees 007,53.71464,-1.6198498
E02002274,Kirklees 004,53.730387,-1.688538
E02002275,Kirklees 005,53.724196,-1.7184396
E02002272,Kirklees 002,53.734658,-1.6561117
E02002273,Kirklees 003,53.731272,-1.7431905
E02002270,Calderdale 027,53.673299,-1.942321
E02002271,Kirklees 001,53.751228,-1.6910986
E02002278,Kirklees 008,53.714086,-1.7265525
E02002279,Kirklees 009,53.713355,-1.6887092
E02001526,Barnsley 018,53.542446,-1.4517325
E02001527,Barnsley 019,53.541645,-1.5203876
E02001524,Barnsley 016,53.546488,-1.5696377
E02001525,Barnsley 017,53.544948,-1.4743522
E02001522,Barnsley 014,53.546498,-1.3137101
E02001523,Barnsley 015,53.546827,-1.4427415
E02001520,Barnsley 012,53.559708,-1.5105519
E02001521,Barnsley 013,53.550277,-1.4886851
E02001528,Barnsley 020,53.537522,-1.3749796
E02001529,Barnsley 021,53.532735,-1.4646818
E02002426,Leeds 097,53.754167,-1.4520289
E02002427,Leeds 098,53.752115,-1.4795657
E02002424,Leeds 095,53.754221,-1.6106054
E02002425,Leeds 096,53.753904,-1.6540437
E02002422,Leeds 093,53.759493,-1.5932348
E02002423,Leeds 094,53.757029,-1.5245363
E02002420,Leeds 091,53.768406,-1.5592259
E02002421,Leeds 092,53.766372,-1.5302563
E02002428,Leeds 099,53.750125,-1.5333188
E02002776,York 005,53.984585,-1.0624393
E02002777,York 006,53.982829,-1.1033017
E02002774,York 003,54.013437,-1.0834612
E02002775,York 004,53.993148,-1.0690195
E02002772,York 001,54.033759,-1.0386298
E02002773,York 002,54.016408,-1.0723921
E02002770,North Lincolnshire 022,53.494799,-0.55253571
E02002771,North Lincolnshire 023,53.490853,-0.8402481
E02002778,York 007,53.979025,-1.1077748
E02002779,York 008,53.970781,-1.0535563
E02001626,Sheffield 016,53.411382,-1.5113227
E02001627,Sheffield 017,53.409449,-1.5024844
E02001624,Sheffield 014,53.416075,-1.4264719
E02001625,Sheffield 015,53.41653,-1.4727165
E02001622,Sheffield 012,53.419599,-1.4901179
E02001623,Sheffield 013,53.417772,-1.4490184
E02001620,Sheffield 010,53.427082,-1.4465955
E02001621,Sheffield 011,53.424302,-1.4617403
E02002697,East Riding of Yorkshire 014,53.873904,-0.31643794
E02002696,East Riding of Yorkshire 013,53.881693,-0.47769657
E02002695,East Riding of Yorkshire 012,53.90985,-0.16897428
E02002694,East Riding of Yorkshire 011,53.931517,-0.77819945
E02001628,Sheffield 018,53.412207,-1.3966911
E02002693,East Riding of Yorkshire 010,53.945161,-0.27101187
E02001629,Sheffield 019,53.405774,-1.47127
E02002692,East Riding of Yorkshire 009,53.979769,-0.90040976
E02002691,East Riding of Yorkshire 008,53.993661,-0.46528617
E02002699,East Riding of Yorkshire 016,53.853633,-0.43318037
E02002698,East Riding of Yorkshire 015,53.862949,-0.66555664
E02006852,Leeds 109,53.830028,-1.5843478
E02002336,Leeds 007,53.886515,-1.6191299
E02002337,Leeds 008,53.876832,-1.7231049
E02002334,Leeds 005,53.897764,-1.351752
E02002335,Leeds 006,53.893661,-1.4421265
E02002332,Leeds 003,53.913682,-1.700315
E02002333,Leeds 004,53.903025,-1.6942576
E02002330,Leeds 001,53.935773,-1.3946659
E02002331,Leeds 002,53.92956,-1.3766172
E02002338,Leeds 009,53.871105,-1.7106415
E02002339,Leeds 010,53.866395,-1.6925781
E02002246,Calderdale 003,53.74545,-1.8251807
E02002247,Calderdale 004,53.744263,-2.0167779
E02002244,Calderdale 001,53.758717,-1.8859934
E02002245,Calderdale 002,53.752362,-1.9055738
E02002242,Bradford 060,53.757677,-1.7596378
E02002243,Bradford 061,53.739931,-1.767289
E02002240,Bradford 058,53.766606,-1.8508828
E02002241,Bradford 059,53.759919,-1.7907954
E02002248,Calderdale 005,53.742838,-1.8889928
E02002249,Calderdale 006,53.737507,-1.8785465
E02001536,Barnsley 028,53.502949,-1.475339
E02001537,Barnsley 029,53.502135,-1.4234722
E02001534,Barnsley 026,53.518999,-1.3982373
E02001535,Barnsley 027,53.509494,-1.580492
E02001532,Barnsley 024,53.522848,-1.6314625
E02001533,Barnsley 025,53.51931,-1.3202879
E02001530,Barnsley 022,53.531705,-1.3077486
E02001531,Barnsley 023,53.526467,-1.4086607
E02001538,Barnsley 030,53.501372,-1.4445737
E02001539,Doncaster 001,53.630718,-0.94915502
E02002436,Leeds 107,53.725714,-1.5474869
E02002437,Leeds 108,53.724503,-1.5726579
E02002434,Leeds 105,53.735305,-1.5200517
E02002435,Leeds 106,53.736109,-1.6020408
E02002432,Leeds 103,53.740966,-1.3945264
E02002433,Leeds 104,53.741435,-1.6011415
E02002430,Leeds 101,53.74486,-1.5504655
E02002431,Leeds 102,53.745177,-1.5884603
E02002438,Wakefield 001,53.727242,-1.3082856
E02002439,Wakefield 002,53.723012,-1.3507741
E02002746,North East Lincolnshire 021,53.534993,-0.097772734
E02002747,North East Lincolnshire 022,53.526332,-0.066131339
E02002744,North East Lincolnshire 019,53.547362,-0.10505204
E02002745,North East Lincolnshire 020,53.534327,-0.022323251
E02002742,North East Lincolnshire 017,53.550367,-0.024081191
E02002743,North East Lincolnshire 018,53.548237,-0.044392411
E02002740,North East Lincolnshire 015,53.55381,-0.11312748
E02002741,North East Lincolnshire 016,53.554359,-0.084887
E02002748,North East Lincolnshire 023,53.514994,-0.10699448
E02002749,North Lincolnshire 001,53.683703,-0.44275074
E02001636,Sheffield 026,53.389262,-1.4879091
E02001637,Sheffield 027,53.388961,-1.4182657
E02001634,Sheffield 024,53.394242,-1.502797
E02001635,Sheffield 025,53.393457,-1.5264452
E02001632,Sheffield 022,53.397893,-1.4558322
E02001633,Sheffield 023,53.396258,-1.5416482
E02001630,Sheffield 020,53.405241,-1.4547758
E02001631,Sheffield 021,53.404316,-1.513344
E02001638,Sheffield 028,53.386203,-1.5021539
E02001639,Sheffield 029,53.383226,-1.5103671
E02002306,Kirklees 036,53.647641,-1.85935
E02002387,Leeds 058,53.808968,-1.6339404
E02002307,Kirklees 037,53.64846,-1.7457508
E02002386,Leeds 057,53.808579,-1.4437726
E02002304,Kirklees 034,53.651585,-1.8011199
E02002385,Leeds 056,53.810065,-1.5817509
E02002305,Kirklees 035,53.650091,-1.7605217
E02002384,Leeds 055,53.809515,-1.5464639
E02002302,Kirklees 032,53.655917,-1.7275491
E02002383,Leeds 054,53.811215,-1.5714429
E02002303,Kirklees 033,53.65368,-1.8187969
E02002382,Leeds 053,53.811608,-1.5118761
E02002300,Kirklees 030,53.660961,-1.8309626
E02002381,Leeds 052,53.814605,-1.6557466
E02002301,Kirklees 031,53.659673,-1.7898236
E02002380,Leeds 051,53.8149,-1.6398576
E02002308,Kirklees 038,53.647959,-1.8336921
E02002389,Leeds 060,53.807815,-1.4923612
E02002309,Kirklees 039,53.644499,-1.8045264
E02002388,Leeds 059,53.809019,-1.6157321
E02002256,Calderdale 013,53.720095,-2.1045384
E02002257,Calderdale 014,53.71826,-1.8840114
E02002254,Calderdale 011,53.725291,-1.8084112
E02002255,Calderdale 012,53.724031,-1.875736
E02002252,Calderdale 009,53.728463,-1.9070216
E02002253,Calderdale 010,53.725493,-1.8913875
E02002250,Calderdale 007,53.730969,-1.9752709
E02002251,Calderdale 008,53.730991,-1.8619373
E02002258,Calderdale 015,53.719066,-1.7791783
E02002259,Calderdale 016,53.713955,-1.8749626
E02001587,Rotherham 010,53.447434,-1.299603
E02001586,Rotherham 009,53.452072,-1.3774692
E02001585,Rotherham 008,53.45774,-1.3400365
E02001584,Rotherham 007,53.460978,-1.4313195
E02001583,Rotherham 006,53.467043,-1.3285944
E02001582,Rotherham 005,53.470568,-1.3500064
E02001581,Rotherham 004,53.478406,-1.3146281
E02001580,Rotherham 003,53.488038,-1.3155279
E02001509,Barnsley 001,53.599702,-1.4593782
E02001588,Rotherham 011,53.444659,-1.3938377
E02002406,Leeds 077,53.790086,-1.3717491
E02002407,Leeds 078,53.791456,-1.6097752
E02002404,Leeds 075,53.793069,-1.5217154
E02002405,Leeds 076,53.792646,-1.6779068
E02002402,Leeds 073,53.795092,-1.4427061
E02002403,Leeds 074,53.792838,-1.3877686
E02002482,Wakefield 045,53.591006,-1.3258159
E02002400,Leeds 071,53.79632,-1.5836941
E02002481,Wakefield 044,53.592494,-1.2879005
E02002401,Leeds 072,53.794226,-1.4821417
E02002480,Wakefield 043,53.596784,-1.3003696
E02002408,Leeds 079,53.790867,-1.658491
E02002409,Leeds 080,53.793497,-1.6241927
E02002756,North Lincolnshire 008,53.593281,-0.65868656
E02002757,North Lincolnshire 009,53.590455,-0.6729478
E02002754,North Lincolnshire 006,53.605529,-0.82324998
E02002755,North Lincolnshire 007,53.597593,-0.65522556
E02002752,North Lincolnshire 004,53.617821,-0.32744618
E02002753,North Lincolnshire 005,53.60365,-0.68672553
E02002750,North Lincolnshire 002,53.679198,-0.36963561
E02002751,North Lincolnshire 003,53.657014,-0.60221804
E02002758,North Lincolnshire 010,53.582435,-0.64386385
E02005787,Richmondshire 006,54.309599,-1.8109368
E02002759,North Lincolnshire 011,53.559307,-0.48370863
E02005786,Richmondshire 005,54.321615,-2.0554812
E02005785,Richmondshire 004,54.374667,-1.7150122
E02005784,Richmondshire 003,54.380361,-1.6336514
E02005783,Richmondshire 002,54.408756,-1.7310301
E02005782,Richmondshire 001,54.46934,-1.6769855
E02005781,Harrogate 021,53.955231,-1.529006
E02005780,Harrogate 020,53.979442,-1.5519098
E02005789,Ryedale 002,54.243912,-0.77138215
E02005788,Ryedale 001,54.269949,-0.92970816
E02002666,Kingston upon Hull 015,53.764242,-0.35303734
E02002667,Kingston upon Hull 016,53.761631,-0.31717004
E02002664,Kingston upon Hull 013,53.771252,-0.31030591
E02002665,Kingston upon Hull 014,53.766587,-0.38131776
E02002662,Kingston upon Hull 011,53.773628,-0.28893514
E02002663,Kingston upon Hull 012,53.772447,-0.35682842
E02002660,Kingston upon Hull 009,53.775821,-0.26084648
E02002661,Kingston upon Hull 010,53.774463,-0.27261801
E02002668,Kingston upon Hull 017,53.761419,-0.27379062
E02002669,Kingston upon Hull 018,53.760532,-0.3623908
E02001606,Rotherham 029,53.364945,-1.2076787
E02001607,Rotherham 030,53.364181,-1.3105411
E02001604,Rotherham 027,53.386748,-1.3531929
E02001605,Rotherham 028,53.376277,-1.2168333
E02001602,Rotherham 025,53.404869,-1.3700507
E02001603,Rotherham 026,53.393662,-1.2606355
E02001600,Rotherham 023,53.417319,-1.3384655
E02001681,Sheffield 071,53.319212,-1.5179299
E02001601,Rotherham 024,53.408436,-1.322071
E02001680,Sheffield 070,53.321701,-1.4690066
E02001608,Rotherham 031,53.355693,-1.3069369
E02001609,Rotherham 032,53.352443,-1.2160231
E02002316,Kirklees 046,53.632934,-1.7014141
E02002397,Leeds 068,53.799761,-1.6476999
E02002317,Kirklees 047,53.632731,-1.8140625
E02002396,Leeds 067,53.799983,-1.6091191
E02002314,Kirklees 044,53.634873,-1.7471028
E02002395,Leeds 066,53.803161,-1.6911273
E02002315,Kirklees 045,53.635465,-1.8334085
E02002394,Leeds 065,53.804656,-1.5086162
E02002312,Kirklees 042,53.637678,-1.7742037
E02002393,Leeds 064,53.80409,-1.5242169
E02002313,Kirklees 043,53.636992,-1.7982695
E02002392,Leeds 063,53.803399,-1.5623667
E02002310,Kirklees 040,53.642271,-1.7471644
E02002391,Leeds 062,53.807253,-1.6718272
E02002311,Kirklees 041,53.640497,-1.8458669
E02002390,Leeds 061,53.807403,-1.4637873
E02002318,Kirklees 048,53.628453,-1.7873173
E02002399,Leeds 070,53.797043,-1.5021163
E02002319,Kirklees 049,53.622433,-1.8707727
E02002398,Leeds 069,53.797535,-1.4619243
E02002226,Bradford 044,53.78787,-1.7749319
E02002227,Bradford 045,53.784373,-1.7388448
E02002224,Bradford 042,53.795627,-1.7235029
E02002225,Bradford 043,53.792182,-1.8476652
E02002222,Bradford 040,53.797725,-1.8083094
E02002223,Bradford 041,53.799399,-1.778423
E02002220,Bradford 038,53.801045,-1.7149648
E02002221,Bradford 039,53.798079,-1.7469276
E02002228,Bradford 046,53.784961,-1.7168343
E02002229,Bradford 047,53.781856,-1.8163338
E02001516,Barnsley 008,53.571694,-1.4135722
E02001597,Rotherham 020,53.423459,-1.1950344
E02001517,Barnsley 009,53.5651,-1.4563165
E02001596,Rotherham 019,53.426765,-1.2793399
E02001514,Barnsley 006,53.580913,-1.3790676
E02001595,Rotherham 018,53.427408,-1.2199124
E02001515,Barnsley 007,53.580931,-1.4749936
E02001594,Rotherham 017,53.429784,-1.3494998
E02001512,Barnsley 004,53.587983,-1.5056179
E02001593,Rotherham 016,53.431525,-1.3793798
E02001513,Barnsley 005,53.583876,-1.5327493
E02001592,Rotherham 015,53.434651,-1.3984356
E02001510,Barnsley 002,53.595751,-1.4466008
E02001591,Rotherham 014,53.434608,-1.3358941
E02001511,Barnsley 003,53.590056,-1.4096168
E02001590,Rotherham 013,53.435755,-1.3208989
E02001518,Barnsley 010,53.563289,-1.4857351
E02001599,Rotherham 022,53.420548,-1.2693783
E02001519,Barnsley 011,53.562259,-1.4366508
E02001598,Rotherham 021,53.421741,-1.3209114
E02002416,Leeds 087,53.768962,-1.415804
E02002417,Leeds 088,53.768302,-1.360544
E02002414,Leeds 085,53.779531,-1.5488661
E02002415,Leeds 086,53.774153,-1.5504259
E02002412,Leeds 083,53.781452,-1.601506
